city,long,lat
LOISON-SOUS-LENS,2.867734,50.438129
LONGFOSSE,1.812986,50.6565439
LONGUENESSE,2.243632,50.736744
LONGUEVILLE,1.881896,50.731299
LONGVILLIERS,1.728877,50.543694
LOOS-EN-GOHELLE,2.792788,50.45791
LORGIES,2.795999,50.564661
AUDINCTHUN,2.1331889,50.587182
LOTTINGHEN,1.932221,50.68408
LOUCHES,2.004775,50.830285
LOZINGHEM,2.499282,50.518187
LUGY,2.175201,50.520883
LUMBRES,2.111489,50.7069959
MADELAINE-SOUS-MONTREUIL,1.748056,50.466809
MAGNICOURT-EN-COMTE,2.489083,50.402035
MAGNICOURT-SUR-CANCHE,2.41094,50.303094
MAINTENAY,1.812584,50.366282
MAISNIL,2.365062,50.345693
AUDINGHEN,1.612139,50.851533
MAISNIL-LES-RUITZ,2.5809669,50.453927
MAISONCELLE,2.146616,50.451939
MAIZIERES,2.4472999,50.323635
MAMETZ,2.324377,50.634064
MANIN,2.511153,50.296819
MANINGHEM,1.940695,50.548594
MANINGHEN-HENNE,1.668112,50.768051
MARANT,1.845328,50.4668769
MARCK,1.94779,50.948544
MARCONNE,2.045117,50.370563
AUDREHEM,1.991691,50.781383
MARCONNELLE,2.017887,50.37318
MARENLA,1.869013,50.444718
MARESQUEL-ECQUEMICOURT,1.933569,50.409115
MAREST,2.418237,50.468201
MARESVILLE,1.732154,50.524144
MARLES-LES-MINES,2.505802,50.501909
MARLES-SUR-CANCHE,1.827033,50.458226
MAROEUIL,2.705843,50.323602
MARQUAY,2.418776,50.383474
MARQUION,3.085243,50.210227
AUDRESSELLES,1.595642,50.822604
MARQUISE,1.704929,50.81451
MARTINPUICH,2.7622589,50.049416
MATRINGHEM,2.1640419,50.545072
MAZINGARBE,2.71642,50.470191
MAZINGHEM,2.407731,50.603439
MENCAS,2.13836,50.559836
MENNEVILLE,1.863832,50.669208
MENTQUE-NORTBECOURT,2.085,50.7836
MERCATEL,2.795223,50.235168
MERCK-SAINT-LIEVIN,2.113809,50.626928
AUDRUICQ,2.080281,50.87826
MERICOURT,2.866865,50.4015259
MERLIMONT,1.614852,50.4552059
METZ-EN-COUTURE,3.062096,50.0681129
MEURCHIN,2.896783,50.494922
MINGOVAL,2.568276,50.374517
MONCHEAUX-LES-FREVENT,2.367371,50.315363
MONCHEL-SUR-CANCHE,2.205086,50.302658
MONCHIET,2.627872,50.240927
MONCHY-AU-BOIS,2.658098,50.1801389
AUMERVAL,2.399125,50.5066909
MONCHY-BRETON,2.4449139,50.400467
MONCHY-CAYEUX,2.278644,50.436587
MONCHY-LE-PREUX,2.904288,50.266825
MONDICOURT,2.461928,50.173756
MONT-BERNANCHON,2.5949209,50.590739
MONTCAVREL,1.809537,50.5147
MONTENESCOURT,2.628474,50.295224
MONTIGNY-EN-GOHELLE,2.9270679,50.428189
MONTREUIL,1.768269,50.46816
MONT-SAINT-ELOI,2.692332,50.351363
AUTINGUES,1.985328,50.843119
MONTS-EN-TERNOIS,2.38526,50.321629
MORCHIES,2.956187,50.1387829
MORINGHEM,2.128806,50.763996
MORVAL,2.872805,50.03031
MORY,2.855137,50.157187
MOULLE,2.177784,50.792668
MOURIEZ,1.943522,50.339359
MOYENNEVILLE,2.779939,50.181878
MUNCQ-NIEURLET,2.114902,50.8474239
NABRINGHEN,1.86595,50.743912
ACHIET-LE-PETIT,2.751234,50.123007
AUXI-LE-CHATEAU,2.119424,50.231693
NEDON,2.369145,50.524781
NEDONCHEL,2.357688,50.524065
NEMPONT-SAINT-FIRMIN,1.731493,50.35533
NESLES,1.656342,50.627543
NEUFCHATEL-HARDELOT,1.642977,50.619072
NEULETTE,2.166244,50.382691
NEUVE-CHAPELLE,2.780403,50.586571
NEUVILLE-AU-CORNET,2.369752,50.334529
NEUVILLE-BOURJONVAL,3.022189,50.068586
NEUVILLE-SAINT-VAAST,2.760256,50.355234
AVERDOINGT,2.440602,50.344486
NEUVILLE-SOUS-MONTREUIL,1.780286,50.478434
NEUVILLE-VITASSE,2.819667,50.248035
NEUVIREUIL,2.915296,50.353616
NIELLES-LES-BLEQUIN,2.028192,50.67101
NIELLES-LES-ARDRES,2.017218,50.841715
NIELLES-LES-CALAIS,1.830028,50.90691
NOEUX-LES-AUXI,2.175183,50.234948
NOEUX-LES-MINES,2.662174,50.481212
NORDAUSQUES,2.080037,50.818367
NOREUIL,2.933647,50.169673
AVESNES,1.97203,50.549508
NORRENT-FONTES,2.41101,50.5845119
NORTKERQUE,2.031501,50.882167
NORT-LEULINGHEM,2.090056,50.79656
NOUVELLE-EGLISE,2.052756,50.925283
NOYELLES-GODAULT,2.994524,50.419942
NOYELLES-LES-HUMIERES,2.174846,50.374349
NOYELLES-LES-VERMELLES,2.727347,50.491959
NOYELLES-SOUS-BELLONNE,3.028193,50.308045
NOYELLES-SOUS-LENS,2.873973,50.431114
NOYELLETTE,2.591052,50.2974419
AVESNES-LE-COMTE,2.530471,50.278358
NOYELLE-VION,2.54942,50.292102
NUNCQ-HAUTECOTE,2.274607,50.306178
OBLINGHEM,2.598931,50.549321
OEUF-EN-TERNOIS,2.210405,50.360683
OFFEKERQUE,2.019824,50.941575
OFFIN,1.940741,50.444819
OFFRETHUN,1.694797,50.785779
OIGNIES,2.991651,50.4636179
OISY-LE-VERGER,3.122178,50.251399
OPPY,2.894832,50.34855
AVESNES-LES-BAPAUME,2.840437,50.1051519
ORVILLE,2.409492,50.134458
OSTREVILLE,2.3948489,50.395466
OURTON,2.470597,50.4559349
OUTREAU,1.59255,50.706513
OUVE-WIRQUIN,2.133477,50.648921
OYE-PLAGE,2.043284,50.977291
PALLUEL,3.100087,50.266745
PARCQ,2.100798,50.37867
PARENTY,1.809197,50.587663
PAS-EN-ARTOIS,2.490362,50.154049
AVION,2.824277,50.412326
PELVES,2.915534,50.2913799
PENIN,2.484556,50.32784
PERNES,2.410588,50.484876
PERNES-LES-BOULOGNE,1.701299,50.751893
PEUPLINGUES,1.770339,50.91543
PIERREMONT,2.2601,50.400488
PIHEM,2.212357,50.682429
PIHEN-LES-GUINES,1.786488,50.8712159
PITTEFAUX,1.684664,50.756811
PLANQUES,2.082344,50.464616
AVONDANCE,2.10115,50.479701
PLOUVAIN,2.924723,50.306942
BOUIN-PLUMOISON,1.993406,50.381063
POLINCOVE,2.101791,50.855637
POMMERA,2.442722,50.172489
POMMIER,2.599848,50.18412
PONCHEL,2.071102,50.257463
PONT-A-VENDIN,2.889669,50.478661
PORTEL,1.576772,50.7074209
PREDEFIN,2.259094,50.50575
PRESSY,2.395445,50.474763
AVROULT,2.147716,50.63304
PREURES,1.875888,50.57203
PRONVILLE,3.002643,50.175125
PUISIEUX,2.693752,50.116636
QUEANT,2.982306,50.180512
QUELMES,2.138827,50.733331
QUERCAMPS,2.054532,50.750459
QUERNES,2.363528,50.605133
QUESNOY-EN-ARTOIS,2.046018,50.334717
QUESQUES,1.934537,50.703371
QUESTRECQUES,1.746123,50.661858
AYETTE,2.734007,50.174649
QUIERY-LA-MOTTE,2.9835569,50.365568
QUIESTEDE,2.317895,50.679152
QUILEN,1.927344,50.5297
QUOEUX-HAUT-MAINIL,2.1088809,50.298049
RACQUINGHEM,2.356331,50.692905
RADINGHEM,2.119894,50.547712
RAMECOURT,2.3145539,50.370021
RANG-DU-FLIERS,1.633277,50.418715
RANSART,2.686962,50.208727
AZINCOURT,2.12847,50.4629819
RAYE-SUR-AUTHIE,1.946445,50.295261
REBECQUES,2.303874,50.6499359
REBERGUES,1.96067,50.754953
REBREUVE-RANCHICOURT,2.558169,50.437022
REBREUVE-SUR-CANCHE,2.34151,50.2680999
REBREUVIETTE,2.360887,50.263153
RECLINGHEM,2.177407,50.573957
RECOURT,3.027,50.258882
RECQUES-SUR-COURSE,1.779205,50.518848
RECQUES-SUR-HEM,2.081351,50.835488
ACQ,2.653938,50.3502409
BAILLEUL-AUX-CORNAILLES,2.443743,50.371125
REGNAUVILLE,2.0119889,50.313141
RELY,2.36082,50.570345
REMILLY-WIRQUIN,2.16573,50.669289
REMY,2.959057,50.257369
RENTY,2.073133,50.582903
RETY,1.777379,50.792905
RICHEBOURG,2.7403,50.5797
RIENCOURT-LES-BAPAUME,2.880509,50.088419
RIENCOURT-LES-CAGNICOURT,2.958435,50.200013
BAILLEUL-LES-PERNES,2.391078,50.506229
RIMBOVAL,1.989843,50.514786
RINXENT,1.739936,50.806228
RIVIERE,2.685276,50.233844
ROBECQ,2.563854,50.59489
ROCLINCOURT,2.789194,50.3259029
ROCQUIGNY,2.926713,50.059353
RODELINGHEM,1.93043,50.830943
ROELLECOURT,2.385838,50.367931
ROEUX,2.897393,50.296373
ROLLANCOURT,2.123221,50.411462
BAILLEULMONT,2.614532,50.215751
ROMBLY,2.387344,50.59838
ROQUETOIRE,2.339441,50.670581
ROUGEFAY,2.1673619,50.272182
ROUSSENT,1.77659,50.367166
ROUVROY,2.90375,50.393268
ROYON,1.991546,50.471888
RUISSEAUVILLE,2.118325,50.48481
RUITZ,2.588673,50.466356
RUMAUCOURT,3.060053,50.243219
RUMILLY,2.015118,50.575499
BAILLEUL-SIR-BERTHOULT,2.851558,50.33797
RUMINGHEM,2.157448,50.859489
RUYAULCOURT,3.013357,50.082926
SACHIN,2.374969,50.486588
SAILLY-AU-BOIS,2.594259,50.121562
SAILLY-EN-OSTREVENT,2.993226,50.289526
SAILLY-LABOURSE,2.697314,50.499998
SAILLY-SUR-LA-LYS,2.770103,50.658189
SAINS-EN-GOHELLE,2.683207,50.452309
SAINS-LES-FRESSIN,2.040986,50.467083
SAINS-LES-MARQUION,3.07159,50.19454
BAILLEULVAL,2.632678,50.221426
SAINS-LES-PERNES,2.351498,50.478651
SAINT-AMAND,2.557699,50.164124
SAINT-AUBIN,1.6701919,50.454111
SAINTE-AUSTREBERTHE,2.046372,50.36369
SAINTE-CATHERINE,2.764874,50.307656
SAINT-DENOEUX,1.90582,50.472892
SAINT-ETIENNE-AU-MONT,1.6258999,50.681657
SAINT-FLORIS,2.569896,50.627558
SAINT-FOLQUIN,2.123287,50.946542
SAINT-GEORGES,2.086458,50.358604
BAINCTHUN,1.680204,50.710149
SAINT-HILAIRE-COTTES,2.412375,50.570558
SAINT-INGLEVERT,1.742109,50.875531
SAINT-JOSSE,1.663786,50.468584
SAINT-LAURENT-BLANGY,2.801689,50.300542
SAINT-LEGER,2.85848,50.186084
SAINT-LEONARD,1.627891,50.688548
SAINTE-MARIE-KERQUE,2.135104,50.895227
SAINT-MARTIN-AU-LAERT,2.238303,50.7540959
SAINT-MARTIN-BOULOGNE,1.630571,50.7257419
SAINT-MARTIN-CHOQUEL,1.881118,50.6712459
BAINGHEN,1.90714,50.752186
SAINT-MARTIN-D'HARDINGHEM,2.095316,50.604809
SAINT-MARTIN-SUR-COJEUL,2.852927,50.2321219
SAINT-MICHEL-SOUS-BOIS,1.932958,50.5141769
SAINT-MICHEL-SUR-TERNOISE,2.357221,50.376312
SAINT-NICOLAS,2.776778,50.302132
SAINT-OMER,2.252208,50.750115
SAINT-OMER-CAPELLE,2.101735,50.939157
SAINT-POL-SUR-TERNOISE,2.336217,50.381329
SAINT-REMY-AU-BOIS,1.873177,50.366643
SAINT-TRICAT,1.827351,50.892732
BAJUS,2.4818539,50.421766
SAINT-VENANT,2.548672,50.62391
SALLAUMINES,2.857594,50.421504
SALPERWICK,2.229741,50.772351
SAMER,1.754371,50.634574
SANGATTE,1.756665,50.946696
SANGHEN,1.908598,50.778128
SAPIGNIES,2.832926,50.133413
SARS,2.781631,50.070937
SARS-LE-BOIS,2.4285929,50.2952299
SARTON,2.428922,50.122256
BALINGHEM,1.939249,50.861486
SAUCHY-CAUCHY,3.093905,50.235664
SAUCHY-LESTREE,3.102496,50.228188
SAUDEMONT,3.040525,50.243879
SAULCHOY,1.849012,50.350156
SAULTY,2.533915,50.216715
SAVY-BERLETTE,2.5556359,50.352295
SELLES,1.896259,50.700263
SEMPY,1.875752,50.4957149
SENINGHEM,2.036403,50.702163
SENLECQUES,1.93532,50.649863
BANCOURT,2.890065,50.1012119
SENLIS,2.152695,50.533511
SERICOURT,2.314799,50.294258
SERQUES,2.20192,50.792903
SERVINS,2.636739,50.413006
SETQUES,2.156319,50.710873
SIBIVILLE,2.322585,50.2986379
SIMENCOURT,2.642744,50.257623
SIRACOURT,2.269937,50.371916
SOMBRIN,2.498798,50.24037
SORRUS,1.711152,50.454675
ACQUIN-WESTBECOURT,2.09,50.7281
BAPAUME,2.850171,50.104438
SOUASTRE,2.564733,50.15309
SOUCHEZ,2.741048,50.39094
SOUICH,2.366882,50.221931
SURQUES,1.919895,50.74153
SUS-SAINT-LEGER,2.4327169,50.23903
TANGRY,2.351606,50.466199
TARDINGHEN,1.631326,50.866145
TATINGHEM,2.208499,50.744105
TENEUR,2.217235,50.450073
TERNAS,2.396316,50.342873
BARALLE,3.0547019,50.210418
THELUS,2.799941,50.354355
THEROUANNE,2.256984,50.637833
THIEMBRONNE,2.058577,50.62104
THIEULOYE,2.435438,50.414866
THIEVRES,2.454415,50.127969
TIGNY-NOYELLE,1.7067,50.3536
TILLOY-LES-HERMAVILLE,2.552948,50.327345
TILLOY-LES-MOFFLAINES,2.818231,50.276283
TILLY-CAPELLE,2.199922,50.4450829
TILQUES,2.20501,50.777405
BARASTRE,2.934049,50.075933
TINCQUES,2.4932979,50.358007
TINGRY,1.730197,50.618221
TOLLENT,2.013387,50.276916
TORCY,2.020149,50.486284
TORTEFONTAINE,1.920859,50.3212649
TORTEQUESNE,3.040307,50.289473
TOUQUET-PARIS-PLAGE,1.628056,50.515
TOURNEHEM-SUR-LA-HEM,2.048639,50.8062449
TRAMECOURT,2.149753,50.469817
TRANSLOY,2.889622,50.058064
BARLIN,2.616972,50.456766
TRESCAULT,3.093698,50.089421
TROISVAUX,2.342995,50.401797
TUBERSENT,1.706059,50.519912
VACQUERIE-LE-BOUCQ,2.218098,50.269854
VACQUERIETTE-ERQUIERES,2.0789019,50.327782
VALHUON,2.375718,50.434917
VAUDRICOURT,2.624938,50.502738
VAUDRINGHEM,2.029886,50.661866
VAULX,2.096355,50.266238
VAULX-VRAUCOURT,2.906806,50.148862
BARLY,2.547063,50.2503839
VELU,2.974292,50.108252
VENDIN-LES-BETHUNE,2.608593,50.541796
VENDIN-LE-VIEIL,2.865986,50.475517
VERCHIN,2.18418,50.497721
VERCHOCQ,2.0354,50.564453
VERLINCTHUN,1.67816,50.62916
VERMELLES,2.757551,50.487868
VERQUIN,2.641838,50.501236
VERTON,1.650255,50.401394
BASSEUX,2.64352,50.226372
VIEIL-HESDIN,2.099101,50.357625
VIEILLE-CHAPELLE,2.71135,50.592854
VIEILLE-EGLISE,2.077324,50.928637
VIEIL-MOUTIER,1.913229,50.669749
VILLERS-AU-BOIS,2.666594,50.376887
VILLERS-AU-FLOS,2.9037639,50.080736
VILLERS-BRULIN,2.539189,50.3673
VILLERS-CHATEL,2.585559,50.376699
VILLERS-LES-CAGNICOURT,3.010921,50.221572
VILLERS-L'HOPITAL,2.213273,50.2280919
BAVINCOURT,2.5678329,50.225658
VILLERS-SIR-SIMON,2.492656,50.318103
VIMY,2.810418,50.373953
VINCLY,2.170155,50.559029
VIOLAINES,2.787382,50.540066
VIS-EN-ARTOIS,2.938883,50.247805
VITRY-EN-ARTOIS,2.98102,50.326313
WABEN,1.653068,50.379416
WACQUINGHEN,1.6654659,50.7829229
WAIL,2.124833,50.346051
WAILLY,2.71972,50.247983
BAYENGHEM-LES-EPERLECQUES,2.124906,50.805839
WAILLY-BEAUCAMP,1.727455,50.414093
WAMBERCOURT,2.025182,50.432195
WAMIN,2.057218,50.412936
WANCOURT,2.871245,50.2482789
WANQUETIN,2.613212,50.276243
WARDRECQUES,2.343029,50.710136
WARLENCOURT-EAUCOURT,2.790773,50.082627
WARLINCOURT-LES-PAS,2.505099,50.174494
WARLUS,2.665746,50.277397
WARLUZEL,2.470416,50.229095
BAYENGHEM-LES-SENINGHEM,2.075548,50.700386
WAST,1.800426,50.75116
BEAUVOIR-WAVANS,2.177682,50.214696
WAVRANS-SUR-L'AA,2.139379,50.683239
WAVRANS-SUR-TERNOISE,2.29965,50.412845
WESTREHEM,2.34335,50.54566
WICQUINGHEM,1.961462,50.5738119
WIDEHEM,1.672813,50.586251
WIERRE-AU-BOIS,1.763417,50.645221
WIERRE-EFFROY,1.739008,50.777525
BAZINGHEN,1.661981,50.825011
WILLEMAN,2.157215,50.352744
WILLENCOURT,2.088474,50.240215
WILLERVAL,2.841835,50.3555629
WIMEREUX,1.610207,50.769517
WIMILLE,1.6310119,50.764446
WINGLES,2.852404,50.494578
WIRWIGNES,1.760676,50.684772
WISMES,2.069707,50.654325
WISQUES,2.193578,50.7249
WISSANT,1.662474,50.885777
ADINFER,2.707944,50.193875
BEALENCOURT,2.120902,50.4351
WITTERNESSE,2.363844,50.613144
WITTES,2.392255,50.668882
WIZERNES,2.228512,50.7098439
ZOTEUX,1.879395,50.61115
ZOUAFQUES,2.055602,50.816305
ZUDAUSQUES,2.145289,50.747242
ZUTKERQUE,2.067857,50.853646
LIBERCOURT,3.003076,50.483457
CAPELLE-LES-BOULOGNE,1.720032,50.732346
YTRES,2.993445,50.064327
BEAUDRICOURT,2.408087,50.248713
BEAUFORT-BLAVINCOURT,2.496107,50.279035
BEAULENCOURT,2.879347,50.075093
BEAUMERIE-SAINT-MARTIN,1.798919,50.454606
BEAUMETZ-LES-AIRE,2.228659,50.540706
BEAUMETZ-LES-CAMBRAI,2.981397,50.121401
BEAUMETZ-LES-LOGES,2.662854,50.239272
BEAURAINS,2.787922,50.263601
ABAUCOURT,6.257923,48.896366
ALLAMPS,5.8102859,48.547295
BRIN-SUR-SEILLE,6.356035,48.778147
BROUVILLE,6.750736,48.497599
BRULEY,5.850727,48.707228
BRUVILLE,5.916195,49.130634
BUISSONCOURT,6.339186,48.680769
BULLIGNY,5.852342,48.574884
BURES,6.576415,48.694544
BURIVILLE,6.707865,48.539727
BURTHECOURT-AUX-CHENES,6.249661,48.585394
CEINTREY,6.165094,48.524671
ALLONDRELLE-LA-MALMAISON,5.579461,49.515688
CERVILLE,6.305448,48.6969319
CHALIGNY,6.08439,48.624955
CHAMBLEY-BUSSIERES,5.898231,49.047023
CHAMPENOUX,6.34853,48.742356
CHAMPEY-SUR-MOSELLE,6.057747,48.959134
CHAMPIGNEULLES,6.164175,48.733402
CHANTEHEUX,6.530804,48.600097
CHAOUILLEY,6.068484,48.439918
CHARENCY-VEZIN,5.511968,49.481811
CHAREY,5.879053,49.001023
AMANCE,6.279479,48.754281
CHARMES-LA-COTE,5.828666,48.624282
CHARMOIS,6.382998,48.539487
CHAUDENEY-SUR-MOSELLE,5.9054209,48.652014
CHAVIGNY,6.134837,48.6333569
CHAZELLES-SUR-ALBE,6.77779,48.589577
CHENEVIERES,6.632555,48.517242
CHENICOURT,6.29134,48.856954
CHENIERES,5.766055,49.471535
CHOLOY-MENILLOT,5.815488,48.663052
CIREY-SUR-VEZOUZE,6.945352,48.581217
AMENONCOURT,6.789686,48.627927
CLAYEURES,6.404058,48.47287
CLEMERY,6.184749,48.8903109
CLEREY-SUR-BRENON,6.137241,48.507065
COLMEY,5.557251,49.45747
COLOMBEY-LES-BELLES,5.898103,48.5283779
CONFLANS-EN-JARNISY,5.850339,49.165504
CONS-LA-GRANDVILLE,5.705217,49.483769
COSNES-ET-ROMAIN,5.712669,49.520592
COURBESSEAUX,6.397219,48.689588
ANCERVILLER,6.834842,48.532309
COURCELLES,6.038076,48.372698
COYVILLER,6.281376,48.588059
CRANTENOY,6.226578,48.4671639
CREPEY,5.973166,48.526462
CREVECHAMPS,6.265189,48.5245109
CREVIC,6.403358,48.639108
CREZILLES,5.880634,48.583947
CRION,6.527766,48.639247
CROISMARE,6.572453,48.598678
CRUSNES,5.921767,49.434418
ANDERNY,5.881305,49.335666
CUSTINES,6.142073,48.791606
CUTRY,5.743174,49.483269
DAMELEVIERES,6.386019,48.556756
DAMPVITOUX,5.8425779,49.013354
DENEUVRE,6.735326,48.444464
DEUXVILLE,6.460879,48.620792
DIARVILLE,6.13197,48.394906
DIEULOUARD,6.067673,48.8419669
DOLCOURT,5.974978,48.491641
DOMBASLE-SUR-MEURTHE,6.34964,48.623019
ANDILLY,5.881142,48.765716
DOMEVRE-EN-HAYE,5.930331,48.8180509
DOMEVRE-SUR-VEZOUZE,6.806417,48.561489
DOMGERMAIN,5.827861,48.642625
DOMJEVIN,6.699649,48.574406
DOMMARIE-EULMONT,6.028659,48.430495
DOMMARTEMONT,6.2149789,48.712893
DOMMARTIN-LA-CHAUSSEE,5.861968,49.010921
DOMMARTIN-LES-TOUL,5.907414,48.670174
DOMMARTIN-SOUS-AMANCE,6.255781,48.74036
DOMPRIX,5.756791,49.33036
ANGOMONT,6.947101,48.516025
DOMPTAIL-EN-L'AIR,6.3270799,48.51395
DONCOURT-LES-CONFLANS,5.933433,49.143943
DONCOURT-LES-LONGUYON,5.7125,49.440409
DROUVILLE,6.4083059,48.668857
ECROUVES,5.842733,48.679797
EINVAUX,6.396349,48.490554
EINVILLE-AU-JARD,6.488185,48.655061
EMBERMENIL,6.696174,48.63001
EPIEZ-SUR-CHIERS,5.506033,49.492036
EPLY,6.180606,48.919257
ANOUX,5.864016,49.274294
ERBEVILLER-SUR-AMEZULE,6.384615,48.730782
ERROUVILLE,5.902188,49.415612
ESSEY-ET-MAIZERAIS,5.810971,48.919123
ESSEY-LA-COTE,6.46844,48.42537
ESSEY-LES-NANCY,6.2345499,48.708013
ETREVAL,6.0520189,48.455288
EULMONT,6.220669,48.744978
EUVEZIN,5.838062,48.923882
FAULX,6.1994999,48.792255
FAVIERES,5.9574999,48.463947
ANSAUVILLE,5.827369,48.82118
FECOCOURT,6.008495,48.403738
FENNEVILLER,6.879707,48.486874
FERRIERES,6.293902,48.554508
FEY-EN-HAYE,5.961617,48.902915
FILLIERES,5.843697,49.404157
FLAINVAL,6.398118,48.618954
FLAVIGNY-SUR-MOSELLE,6.188515,48.568633
FLEVILLE-DEVANT-NANCY,6.205573,48.625632
FLEVILLE-LIXIERES,5.818442,49.245668
FLIN,6.655149,48.497295
ABBEVILLE-LES-CONFLANS,5.844093,49.201051
ANTHELUPT,6.413049,48.609017
FLIREY,5.847503,48.875691
FONTENOY-LA-JOUTE,6.659582,48.4554649
FONTENOY-SUR-MOSELLE,5.98264,48.710906
FORCELLES-SAINT-GORGON,6.100822,48.457127
FORCELLES-SOUS-GUGNEY,6.077846,48.3970399
FOUG,5.786495,48.691261
FRAIMBOIS,6.5416869,48.5292869
FRAISNES-EN-SAINTOIS,6.056954,48.375253
FRANCHEVILLE,5.932055,48.738326
FRANCONVILLE,6.451735,48.50062
ARMAUCOURT,6.304865,48.816116
FREMENIL,6.712841,48.56559
FREMONVILLE,6.890149,48.596167
FRESNOIS-LA-MONTAGNE,5.646753,49.494289
FRIAUVILLE,5.841414,49.144584
FROLOIS,6.125737,48.56409
FROUARD,6.129582,48.761005
FROVILLE,6.355754,48.46987
GELACOURT,6.732993,48.481234
GELAUCOURT,5.989891,48.45458
GELLENONCOURT,6.386238,48.678632
ARNAVILLE,6.030683,49.011182
GEMONVILLE,5.8838359,48.414355
GERBECOURT-ET-HAPLEMONT,6.162134,48.489295
GERBEVILLER,6.5098649,48.494918
GERMINY,5.999143,48.547583
GERMONVILLE,6.211824,48.4062259
GEZONCOURT,5.995317,48.836557
GIBEAUMEIX,5.73409,48.582205
GIRAUMONT,5.915731,49.173138
GIRIVILLER,6.489581,48.443913
GLONVILLE,6.690854,48.474503
ARRACOURT,6.535577,48.724602
GOGNEY,6.858523,48.613552
GONDRECOURT-AIX,5.766419,49.245668
GONDREVILLE,5.963734,48.693085
GONDREXON,6.769931,48.6052139
GORCY,5.684986,49.533752
GOVILLER,6.009661,48.497535
GRAND-FAILLY,5.516491,49.42181
GRIMONVILLER,6.006568,48.386103
GRIPPORT,6.251191,48.414855
GRISCOURT,6.0138,48.8329189
ARRAYE-ET-HAN,6.290273,48.839756
GROSROUVRES,5.839347,48.830697
GUGNEY,6.062568,48.397352
GYE,5.876557,48.624147
HABLAINVILLE,6.729683,48.517544
HAGEVILLE,5.864146,49.031816
HAIGNEVILLE,6.3425079,48.486901
HALLOVILLE,6.860816,48.554946
HAMMEVILLE,6.0656869,48.498913
HAMONVILLE,5.812484,48.827364
HANNONVILLE-SUZEMONT,5.836649,49.101884
ART-SUR-MEURTHE,6.266227,48.656469
HARAUCOURT,6.367751,48.656165
HARBOUEY,6.885465,48.569272
HAROUE,6.177369,48.468342
HATRIZE,5.908359,49.193621
HAUCOURT-MOULAINE,5.80645,49.490034
HAUDONVILLE,6.501464,48.500148
HAUSSONVILLE,6.32648,48.5294979
HEILLECOURT,6.197997,48.65233
HENAMENIL,6.55877,48.670148
HERBEVILLER,6.754001,48.557299
ATHIENVILLE,6.490399,48.716137
HERIMENIL,6.496701,48.568517
HERSERANGE,5.78521,49.518712
HOEVILLE,6.436057,48.707325
HOMECOURT,5.99159,49.225282
HOUDELMONT,6.088895,48.534664
HOUDEMONT,6.176482,48.647188
HOUDREVILLE,6.104128,48.506721
HOUSSEVILLE,6.1197929,48.4040729
HUDIVILLER,6.395609,48.602262
ATTON,6.088963,48.890533
HUSSIGNY-GODBRANGE,5.861898,49.496716
IGNEY,6.810954,48.633123
JAILLON,5.968351,48.757252
JARNY,5.8858499,49.151784
JARVILLE-LA-MALGRANGE,6.200932,48.673932
JAULNY,5.886922,48.970493
JEANDELAINCOURT,6.24215,48.8430279
JEANDELIZE,5.790747,49.162839
JEVONCOURT,6.169373,48.413778
JEZAINVILLE,6.041043,48.871258
AUBOUE,5.973955,49.215349
JOEUF,6.008858,49.23005
JOLIVET,6.5076349,48.607019
JOPPECOURT,5.803784,49.390773
JOUAVILLE,5.954761,49.160857
JOUDREVILLE,5.776083,49.287681
JUVRECOURT,6.564798,48.743151
LABRY,5.882938,49.173007
LACHAPELLE,6.791301,48.419367
LAGNEY,5.839406,48.7319
LAITRE-SOUS-AMANCE,6.275161,48.746873
AUDUN-LE-ROMAN,5.892764,49.366199
LAIX,5.780286,49.446197
LALOEUF,6.0161,48.4603
LAMATH,6.447222,48.529151
LANDECOURT,6.416646,48.499676
LANDREMONT,6.140243,48.848947
LANDRES,5.810093,49.323224
LANEUVELOTTE,6.293541,48.728938
LANEUVEVILLE-AUX-BOIS,6.650778,48.6114249
LANEUVEVILLE-DERRIERE-FOUG,5.805823,48.709034
LANEUVEVILLE-DEVANT-BAYON,6.266444,48.471012
ABONCOURT,5.968183,48.356951
AUTREPIERRE,6.801969,48.611528
LANEUVEVILLE-DEVANT-NANCY,6.231619,48.656009
LANFROICOURT,6.330707,48.8092929
LANTEFONTAINE,5.904148,49.248907
LARONXE,6.603498,48.5409099
LAXOU,6.152525,48.684256
LAY-SAINT-CHRISTOPHE,6.201944,48.747893
LAY-SAINT-REMY,5.762138,48.68028
LEBEUVILLE,6.245087,48.43396
LEINTREY,6.738484,48.623782
LEMAINVILLE,6.20052,48.504284
AUTREVILLE-SUR-MOSELLE,6.115849,48.821795
LEMENIL-MITRY,6.2518649,48.4529349
LENONCOURT,6.303514,48.672121
LESMENILS,6.103597,48.933223
LETRICOURT,6.294969,48.8755499
LEXY,5.7323769,49.500638
LEYR,6.2643129,48.8028199
LIMEY-REMENAUVILLE,5.8958,48.8869
LIRONVILLE,5.907706,48.868791
LIVERDUN,6.062806,48.750161
AUTREY,6.129853,48.532124
LOISY,6.097174,48.866431
LONGLAVILLE,5.800257,49.533942
LONGUYON,5.600987,49.446035
LONGWY,5.761773,49.519919
LOREY,6.306491,48.498152
LOROMONTZEY,6.376991,48.43536
LUBEY,5.856956,49.244256
LUCEY,5.838307,48.721244
