city,long,lat
GIVRY-LES-LOISY,3.911355,48.893913
GIZAUCOURT,4.784298,49.052341
GLANNES,4.539708,48.707411
GOURGANCON,4.023112,48.68886
SAINTE-MARIE-DU-LAC-NUISEMENT,4.7772,48.6064
GRANDES-LOGES,4.285378,49.064109
GRANGES-SUR-AUBE,3.852271,48.58236
AVENAY-VAL-D'OR,4.047061,49.068769
GRATREUIL,4.697258,49.246451
GRAUVES,3.964209,48.971209
GUEUX,3.90993,49.248466
HANS,4.749827,49.109733
HAUSSIGNEMONT,4.7529199,48.717768
HAUSSIMONT,4.167511,48.747689
HAUTEVILLE,4.767755,48.638589
HAUTVILLERS,3.945541,49.083488
HEILTZ-LE-HUTIER,4.768816,48.6874619
HEILTZ-LE-MAURUPT,4.813506,48.793669
AVIZE,4.012796,48.974797
HEILTZ-L'EVEQUE,4.744766,48.780287
HERMONVILLE,3.908621,49.3355
HERPONT,4.729976,48.996433
HEUTREGIVILLE,4.26252,49.325296
HOURGES,3.768482,49.282556
HUIRON,4.540943,48.702568
HUMBAUVILLE,4.416468,48.658803
IGNY-COMBLIZY,3.712728,49.018537
ISLES-SUR-SUIPPE,4.200402,49.355552
AIGNY,4.207391,49.035314
AY,4.004499,49.053345
ISSE,4.2074939,49.066108
ISTRES-ET-BURY,4.0911,48.9858
JALONS,4.186586,49.010155
JANVILLIERS,3.64819,48.89566
JANVRY,3.877369,49.245679
JOISELLE,3.515639,48.771338
JONCHERY-SUR-SUIPPE,4.475294,49.159705
JONCHERY-SUR-VESLE,3.813746,49.287571
JONQUERY,3.788951,49.147923
BACONNES,4.338509,49.1598029
JOUY-LES-REIMS,3.92938,49.215148
JUSSECOURT-MINECOURT,4.786932,48.789508
JUVIGNY,4.261285,49.019565
LACHY,3.708571,48.769117
LAGERY,3.744521,49.209049
LANDRICOURT,4.811467,48.615237
LARZICOURT,4.714467,48.635298
LAVAL-SUR-TOURBE,4.684042,49.137631
LAVANNES,4.170963,49.3139139
LENHARREE,4.11556,48.775827
BAGNEUX,3.829793,48.560689
LEUVRIGNY,3.758767,49.069298
LHERY,3.763228,49.211982
LIGNON,4.532457,48.586129
LINTHELLES,3.821543,48.717273
LINTHES,3.847942,48.730389
LISSE-EN-CHAMPAGNE,4.641724,48.814268
LIVRY-LOUVERCY,4.314368,49.112819
LOISY-EN-BRIE,3.899481,48.883957
LOISY-SUR-MARNE,4.543434,48.759109
LOIVRE,3.981673,49.347014
BAIZIL,3.797599,48.976887
LOUVOIS,4.11492,49.101232
LUDES,4.079386,49.153973
LUXEMONT-ET-VILLOTTE,4.639096,48.697944
MAFFRECOURT,4.817391,49.116838
MAGNEUX,3.724228,49.307012
MAILLY-CHAMPAGNE,4.112438,49.155226
MAIRY-SUR-MARNE,4.409616,48.882487
BANNAY,3.724212,48.859286
MAISONS-EN-CHAMPAGNE,4.49656,48.749322
MALMY,4.8105019,49.175944
MANCY,3.939011,48.98372
MARCILLY-SUR-SEINE,3.710125,48.55668
MARDEUIL,3.930111,49.054359
MAREUIL-EN-BRIE,3.743582,48.956188
MAREUIL-LE-PORT,3.743992,49.081776
MAREUIL-SUR-AY,4.042328,49.0439409
MARFAUX,3.892226,49.166344
MARGERIE-HANCOURT,4.521924,48.55412
BANNES,3.917237,48.801578
MARGNY,3.645255,48.9301
MARIGNY,3.866431,48.662241
MAROLLES,4.62325,48.720344
MARSANGIS,3.837935,48.6078339
MARSON,4.526125,48.911458
MASSIGES,4.749429,49.187275
MATIGNICOURT-GONCOURT,4.683185,48.676102
MATOUGUES,4.243977,48.993874
MAURUPT-LE-MONTOIS,4.850858,48.749082
MECRINGES,3.50964,48.86524
BARBONNE-FAYEL,3.696088,48.65838
MEIX-SAINT-EPOING,3.651847,48.700197
MEIX-TIERCELIN,4.417747,48.638467
MERFY,3.946307,49.295466
MERLAUT,4.667073,48.761477
MERY-PREMECY,3.862453,49.22681
MESNEUX,3.968676,49.223229
MESNIL-SUR-OGER,4.0213789,48.939441
MINAUCOURT-LE-MESNIL-LES-HURLUS,4.715496,49.170243
MOEURS-VERDEY,3.679561,48.726909
BASLIEUX-LES-FISMES,3.713145,49.325227
MOIREMONT,4.887977,49.134234
MOIVRE,4.65967,48.92444
MONCETZ-LONGEVAS,4.4274699,48.908437
MONCETZ-L'ABBAYE,4.659816,48.645384
MONDEMENT-MONTGIVROUX,3.778174,48.786785
MONTBRE,4.045117,49.192788
MONTGENOST,3.595429,48.597378
MONTEPREUX,4.139033,48.712521
MONTHELON,3.93573,48.993749
MONTIGNY-SUR-VESLE,3.801303,49.313197
BASLIEUX-SOUS-CHATILLON,3.796235,49.12357
MONTMIRAIL,3.535925,48.870165
MONTMORT-LUCY,3.808101,48.924571
MONT-SUR-COURVILLE,3.680668,49.260263
MORANGIS,3.914747,48.972655
MORSAINS,3.528565,48.79601
MOSLINS,3.924335,48.967836
MOURMELON-LE-GRAND,4.365274,49.140298
MOURMELON-LE-PETIT,4.314118,49.13061
BASSU,4.693576,48.831802
MOUSSY,3.92182,49.017241
MUIZON,3.889861,49.277069
MUTIGNY,4.026308,49.065847
NANTEUIL-LA-FORET,3.921386,49.130598
NESLE-LA-REPOSTE,3.554064,48.632278
NESLE-LE-REPONS,3.711443,49.048839
NEUVILLE-AUX-BOIS,4.888174,48.968756
NEUVILLE-AUX-LARRIS,3.841826,49.142598
NEUVILLE-AU-PONT,4.856921,49.124211
ALLEMANCHE-LAUNAY-ET-SOYER,3.787575,48.604109
BASSUET,4.666114,48.796816
NEUVY,3.515869,48.747919
NOGENT-L'ABBESSE,4.155794,49.254681
NOIRLIEU,4.810585,48.945753
NORROIS,4.624229,48.672459
NOUE,3.610554,48.742708
NUISEMENT-SUR-COOLE,4.308986,48.875987
BAUDEMENT,3.774989,48.575448
OEUILLY,3.7937059,49.0737654
OGER,4.009901,48.9574799
OGNES,3.905419,48.699985
OIRY,4.050277,49.023863
OLIZY,3.757918,49.14781
OMEY,4.49557,48.850206
ORBAIS-L'ABBAYE,3.700161,48.9508409
ORCONTE,4.734211,48.668967
ORMES,3.9573,49.237978
OUTINES,4.650479,48.554943
BAYE,3.763897,48.853917
OUTREPONT,4.682123,48.767045
OYES,3.785666,48.808611
PARGNY-LES-REIMS,3.922178,49.2200599
PARGNY-SUR-SAULX,4.834992,48.768975
PASSAVANT-EN-ARGONNE,5.003972,49.023276
PASSY-GRIGNY,3.67862,49.124892
PEAS,3.778912,48.743798
PETITES-LOGES,4.23419,49.1247929
PEVY,3.845434,49.310899
BAZANCOURT,4.167937,49.365917
PIERRE-MORAINS,4.022753,48.836188
PIERRY,3.942062,49.020449
PLEURS,3.870751,48.6891109
PLICHANCOURT,4.671769,48.7460189
PLIVOT,4.070549,49.017855
POCANCY,4.145849,48.9471909
POGNY,4.483645,48.857666
POILLY,3.820848,49.216198
POIX,4.623964,48.963349
POMACLE,4.146084,49.336154
BEAUMONT-SUR-VESLE,4.182711,49.1749129
PONTFAVERGER-MORONVILLIERS,4.317746,49.298141
PONTHION,4.711829,48.7595669
POSSESSE,4.805832,48.887327
POTANGIS,3.645674,48.584382
POUILLON,3.949912,49.314449
POURCY,3.914157,49.157079
PRINGY,4.517524,48.7810569
PROSNES,4.291267,49.190844
PROUILLY,3.851064,49.29956
PRUNAY,4.1821,49.19651
BEAUNAY,3.875469,48.8859319
PUISIEULX,4.113783,49.192625
QUEUDES,3.756459,48.657791
RAPSECOURT,4.793774,49.0235119
RECY,4.317303,48.988797
REIMS,4.031696,49.258329
REIMS-LA-BRULEE,4.669036,48.719131
REMICOURT,4.875661,48.950294
REUIL,3.799019,49.083148
REUVES,3.80575,48.797398
REVEILLON,3.452801,48.751864
BEINE-NAUROY,4.216191,49.24906
RIEUX,3.498965,48.848536
RILLY-LA-MONTAGNE,4.048227,49.164237
RIVIERES-HENRUEL,4.564525,48.653011
ROMAIN,3.769677,49.331342
ROMERY,3.912103,49.095231
ROMIGNY,3.769909,49.172623
ROSNAY,3.859377,49.255049
ROUFFY,4.101191,48.934251
BELVAL-EN-ARGONNE,5.004081,48.94831
ROUVROY-RIPONT,4.730935,49.224867
SACY,3.949795,49.196003
SAINT-AMAND-SUR-FION,4.603162,48.812284
SAINT-BON,3.463841,48.679899
SAINT-BRICE-COURCELLES,3.987645,49.270535
SAINT-CHERON,4.560378,48.636318
SAINT-ETIENNE-AU-TEMPLE,4.424271,49.022681
SAINT-ETIENNE-SUR-SUIPPE,4.09717,49.385006
SAINT-EULIEN,4.882441,48.683425
SAINT-EUPHRAISE-ET-CLAIRIZET,3.887553,49.212829
BELVAL-SOUS-CHATILLON,3.855897,49.127852
SAINTE-GEMME,3.671744,49.142231
SAINT-GERMAIN-LA-VILLE,4.446097,48.883573
SAINT-GIBRIEN,4.295898,48.973616
SAINT-GILLES,3.676345,49.28087
SAINT-HILAIRE-AU-TEMPLE,4.384677,49.056563
SAINT-HILAIRE-LE-GRAND,4.463915,49.170883
SAINT-HILAIRE-LE-PETIT,4.38928,49.273583
SAINT-IMOGES,3.9746,49.110138
SAINT-JEAN-DEVANT-POSSESSE,4.797021,48.8720349
BERGERES-LES-VERTUS,4.004302,48.879463
SAINT-JEAN-SUR-MOIVRE,4.583369,48.903865
SAINT-JEAN-SUR-TOURBE,4.679525,49.126564
SAINT-JUST-SAUVAGE,3.760775,48.546128
SAINT-LEONARD,4.097678,49.220808
SAINT-LOUP,3.813132,48.7378209
SAINT-LUMIER-EN-CHAMPAGNE,4.625242,48.795875
SAINT-LUMIER-LA-POPULEUSE,4.792929,48.725231
SAINT-MARD-SUR-AUVE,4.72539,49.034995
SAINT-MARD-LES-ROUFFY,4.115643,48.941875
ALLEMANT,3.799213,48.761916
BERGERES-SOUS-MONTMIRAIL,3.590654,48.844083
SAINT-MARD-SUR-LE-MONT,4.848328,48.921551
SAINTE-MARIE-A-PY,4.50103,49.238959
SAINT-MARTIN-AUX-CHAMPS,4.478837,48.820125
SAINT-MARTIN-L'HEUREUX,4.406483,49.249875
SAINT-MARTIN-SUR-LE-PRE,4.337546,48.976072
SAINT-MASMES,4.262528,49.312644
SAINT-MEMMIE,4.382742,48.952786
SAINTE-MENEHOULD,4.892978,49.090822
SAINT-OUEN-DOMPROT,4.40836,48.6091819
SAINT-PIERRE,4.244238,48.9450209
BERMERICOURT,3.993244,49.357
SAINT-QUENTIN-LES-MARAIS,4.641585,48.7835729
SAINT-QUENTIN-LE-VERGER,3.747294,48.6185029
SAINT-QUENTIN-SUR-COOLE,4.327281,48.85372
SAINT-REMY-EN-BOUZEMONT-SAINT-GENEST-ET-ISSON,4.645208,48.628726
SAINT-REMY-SOUS-BROYES,3.774941,48.702474
SAINT-REMY-SUR-BUSSY,4.581357,49.056761
SAINT-SATURNIN,3.9039,48.6117
SAINT-SOUPLET-SUR-PY,4.465238,49.236453
SAINT-THIERRY,3.963741,49.303705
SAINT-THOMAS-EN-ARGONNE,4.865342,49.184202
BERRU,4.162974,49.270909
SAINT-UTIN,4.504206,48.549537
SAINT-VRAIN,4.803054,48.694849
SAPIGNICOURT,4.813922,48.65061
SARCY,3.82399,49.206256
SARON-SUR-AUBE,3.73403,48.569187
SARRY,4.405704,48.918013
SAUDOY,3.719034,48.680843
SAVIGNY-SUR-ARDRES,3.780932,49.245648
SCRUPT,4.781813,48.71662
SELLES,4.285495,49.307187
BERZIEUX,4.797746,49.165194
SEPT-SAULX,4.252176,49.151076
SERMAIZE-LES-BAINS,4.912025,48.784453
SERMIERS,3.982321,49.159525
SERVON-MELZICOURT,4.838719,49.21545
SERZY-ET-PRIN,3.765558,49.251502
SEZANNE,3.722632,48.724195
SILLERY,4.1323359,49.198485
SIVRY-ANTE,4.869693,49.000457
SOGNY-AUX-MOULINS,4.399212,48.898886
SOGNY-EN-L'ANGLE,4.802853,48.811532
BETHENIVILLE,4.367859,49.2925309
SOIZY-AUX-BOIS,3.730308,48.809837
SOMME-BIONNE,4.723885,49.095059
SOMMEPY-TAHURE,4.557141,49.2506429
SOMMESOUS,4.197908,48.738145
SOMME-SUIPPE,4.580711,49.1167609
SOMME-TOURBE,4.667631,49.101303
SOMME-VESLE,4.590599,48.985722
SOMME-YEVRE,4.7599669,48.951225
BETHENY,4.064101,49.285437
SOMPUIS,4.380829,48.6848219
SOMSOIS,4.504427,48.595306
SONGY,4.500192,48.802611
SOUAIN-PERTHES-LES-HURLUS,4.544399,49.184097
SOUDE,4.313634,48.738696
SOUDRON,4.199881,48.838736
SOULANGES,4.535604,48.790317
SOULIERES,3.926076,48.905403
SUIPPES,4.5308149,49.130729
BETHON,3.614006,48.613694
SUIZY-LE-FRANC,3.73445,48.952628
TAISSY,4.093792,49.21426
TALUS-SAINT-PRIX,3.743117,48.832555
TAUXIERES-MUTRY,4.094956,49.089799
THAAS,3.879279,48.648795
THIBIE,4.215604,48.929519
THIEBLEMONT-FAREMONT,4.733498,48.689727
THIL,3.968223,49.315442
THILLOIS,3.954346,49.256646
BETTANCOURT-LA-LONGUE,4.890809,48.828705
THOULT-TROSNAY,3.688677,48.850722
VAL-DE-VESLE,4.223091,49.176572
TILLOY-ET-BELLAY,4.611929,49.016639
TINQUEUX,3.999442,49.247224
TOGNY-AUX-BOEUFS,4.444669,48.852491
TOURS-SUR-MARNE,4.127422,49.048098
TRAMERY,3.805633,49.223305
TRECON,4.082237,48.869402
TREFOLS,3.499297,48.789144
BEZANNES,3.987756,49.223311
TREPAIL,4.179925,49.107342
TRESLON,3.82397,49.240647
TRIGNY,3.895173,49.301917
TROIS-FONTAINES-L'ABBAYE,4.947388,48.715587
TROIS-PUITS,4.039252,49.205885
TROISSY,3.709082,49.080932
UNCHAIR,3.745806,49.289609
VADENAY,4.3999,49.07062
VALMY,4.77411,49.083988
VANAULT-LE-CHATEL,4.725935,48.864588
BIGNICOURT-SUR-MARNE,4.611229,48.6835
VANAULT-LES-DAMES,4.773195,48.8433459
VANDEUIL,3.79112,49.281261
VANDIERES,3.737764,49.107885
VASSIMONT-ET-CHAPELAINE,4.1438,48.764091
VATRY,4.262806,48.833332
VAUCHAMPS,3.615049,48.881873
VAUCIENNES,3.884264,49.049981
VAUCLERC,4.663867,48.706589
VAUDEMANGE,4.2247579,49.091974
ALLIANCELLES,4.884057,48.809102
BIGNICOURT-SUR-SAULX,4.775793,48.765026
VAUDESINCOURT,4.4079,49.22163
VAVRAY-LE-GRAND,4.706888,48.799689
VAVRAY-LE-PETIT,4.715216,48.8065179
VELYE,4.127218,48.887901
VENTELAY,3.799213,49.341724
VENTEUIL,3.841013,49.082349
VERDON,3.621479,48.948298
VERNANCOURT,4.822484,48.857847
VERNEUIL,3.671497,49.1041219
BILLY-LE-GRAND,4.232986,49.112121
VERRIERES,4.905436,49.063636
VERT-TOULON,3.9125,48.845
VERTUS,3.999226,48.905188
VERZENAY,4.14608,49.159842
VERZY,4.16329,49.147099
VESIGNEUL-SUR-MARNE,4.4631169,48.876438
VEUVE,4.318065,49.0290279
VEZIER,3.458573,48.795774
VIEIL-DAMPIERRE,4.886659,48.982059
BINARVILLE,4.893919,49.2410659
VIENNE-LA-VILLE,4.860095,49.166676
VIENNE-LE-CHATEAU,4.887983,49.190024
VILLE-DOMMANGE,3.934393,49.201206
VILLE-EN-SELVE,4.081119,49.125781
VILLE-EN-TARDENOIS,3.800535,49.182002
VILLENEUVE-LA-LIONNE,3.454225,48.770089
VILLENEUVE-LES-CHARLEVILLE,3.692036,48.808274
VILLENEUVE-RENNEVILLE-CHEVIGNY,4.0625,48.9194
VILLENEUVE-SAINT-VISTRE-ET-VILLEVOTTE,3.760102,48.633634
VILLERS-ALLERAND,4.025162,49.166361
BINSON-ET-ORQUIGNY,3.788082,49.093231
VILLERS-AUX-BOIS,3.935577,48.932675
VILLERS-AUX-NOEUDS,3.996662,49.194535
VILLERS-EN-ARGONNE,4.937416,49.019699
VILLERS-FRANQUEUX,3.943234,49.328179
VILLERS-LE-CHATEAU,4.267885,48.959554
VILLERS-LE-SEC,4.852577,48.812406
VILLERS-MARMERY,4.196261,49.13478
VILLERS-SOUS-CHATILLON,3.797549,49.095524
VILLESENEUX,4.146264,48.841108
VILLE-SOUS-ORBAIS,3.678049,48.961626
BISSEUIL,4.0865,49.044596
VILLE-SUR-TOURBE,4.786685,49.187454
VILLEVENARD,3.79601,48.828997
VILLIERS-AUX-CORNEILLES,3.678997,48.578111
VINAY,3.896389,49.0104479
VINCELLES,3.639403,49.096647
VINDEY,3.710574,48.699307
VIRGINY,4.759807,49.176709
VITRY-EN-PERTHOIS,4.626169,48.746204
VITRY-LA-VILLE,4.458208,48.8424229
VITRY-LE-FRANCOIS,4.585745,48.726087
BLACY,4.554394,48.726821
VOILEMONT,4.797582,49.047241
VOIPREUX,4.039862,48.908525
VOUARCES,3.897811,48.5917389
VOUILLERS,4.832417,48.680539
VOUZY,4.109498,48.926604
VRAUX,4.2372059,49.028597
VRIGNY,3.912017,49.235507
VROIL,4.913099,48.841786
WARGEMOULIN-HURLUS,4.69932,49.156801
BLAISE-SOUS-ARZILLIERES,4.583758,48.674131
WARMERIVILLE,4.221234,49.349647
WITRY-LES-REIMS,4.122191,49.29282
MAGENTA,3.966543,49.056547
BLESME,4.7759,48.725852
BLIGNY,3.860461,49.194691
AMBONNAY,4.17189,49.078909
BOISSY-LE-REPOS,3.647599,48.847021
BOUCHY-SAINT-GENEST,3.505299,48.647208
BOUILLY,3.888698,49.198059
BOULEUSE,3.84105,49.2249679
BOULT-SUR-SUIPPE,4.147449,49.3709879
BOURGOGNE,4.069592,49.34933
BOURSAULT,3.841127,49.060428
BOUVANCOURT,3.834493,49.338675
BOUY,4.348544,49.085548
BOUZY,4.146403,49.079748
AMBRIERES,4.8381169,48.635236
BRANDONVILLERS,4.55906,48.592414
BRANSCOURT,3.821836,49.27039
BRAUX-SAINTE-COHIERE,4.8291069,49.092312
BRAUX-SAINT-REMY,4.861224,49.022079
BREBAN,4.4030319,48.577432
BREUIL,3.645515,48.975507
BREUIL,3.767398,49.31126
BREUVERY-SUR-COOLE,4.313117,48.859935
BRIMONT,4.023763,49.340061
BROUILLET,3.73948,49.225938
ANGLURE,3.812973,48.583791
BROUSSY-LE-GRAND,3.87777,48.78728
BROUSSY-LE-PETIT,3.825861,48.791223
BROYES,3.768573,48.757785
BRUGNY-VAUDANCOURT,3.886076,49.000048
BRUSSON,4.703172,48.749848
BUISSON,4.749497,48.762045
BUSSY-LE-CHATEAU,4.541675,49.063363
BUSSY-LE-REPOS,4.756041,48.899065
BUSSY-LETTREE,4.260054,48.803526
AGEVILLE,5.356429,48.10936
CHAMPIGNEULLES-EN-BASSIGNY,5.64295,48.1323239
CHAMPIGNY-LES-LANGRES,5.346035,47.893312
CHANCENAY,4.983752,48.668492
CHANOY,5.286219,47.924219
CHANTRAINES,5.248363,48.218672
CHARMES-EN-L'ANGLE,5.005065,48.372235
ANNEVILLE-LA-PRAIRIE,5.085394,48.1963859
CHARMES-LA-GRANDE,4.995005,48.383895
CHASSIGNY,5.377047,47.713619
CHATEAUVILLAIN,4.918398,48.0348619
CHATENAY-MACHERON,5.402918,47.846168
CHATONRUPT-SOMMERMONT,5.123184,48.485649
CHAUDENAY,5.501425,47.821971
ANNONVILLE,5.269339,48.384519
CHAUFFOURT,5.431121,47.974716
CHAUMONT,5.1392559,48.113748
CHAUMONT-LA-VILLE,5.650221,48.146365
CHEVILLON,5.131394,48.5285719
CHAMARANDES-CHOIGNES,5.1717,48.1083
CHOILLEY-DARDENAY,5.3544,47.6644
CHOISEUL,5.569549,48.0584739
CIREY-LES-MAREILLES,5.284717,48.199274
CIREY-SUR-BLAISE,4.941091,48.332276
ANROSEY,5.673211,47.835969
CIRFONTAINES-EN-AZOIS,4.872199,48.110439
CIRFONTAINES-EN-ORNOIS,5.387762,48.454374
CLEFMONT,5.510266,48.096371
CLINCHAMP,5.4585039,48.193311
COHONS,5.344312,47.788245
COIFFY-LE-BAS,5.675533,47.915341
COIFFY-LE-HAUT,5.696891,47.906744
COLMIER-LE-BAS,4.952297,47.77179
COLMIER-LE-HAUT,4.9661479,47.781079
APREY,5.222836,47.764303
COLOMBEY-LES-DEUX-EGLISES,4.886207,48.222691
CONDES,5.145037,48.143546
CONSIGNY,5.416418,48.166905
COUPRAY,4.942614,47.976005
COURCELLES-EN-MONTAGNE,5.221755,47.837492
COURCELLES-SUR-BLAISE,4.940848,48.414519
ARBIGNY-SOUS-VARENNES,5.612843,47.8596519
COUR-L'EVEQUE,4.976772,47.965837
CULMONT,5.440227,47.820321
CUREL,5.137398,48.490567
CURMONT,4.9558289,48.259745
CUSEY,5.339309,47.629137
CUVES,5.437747,48.09382
DAILLANCOURT,4.952532,48.30283
DAILLECOURT,5.505507,48.076008
DAMMARTIN-SUR-MEUSE,5.575901,47.977943
DAMREMONT,5.641932,47.954163
DANCEVOIR,4.874267,47.927084
DARMANNES,5.215888,48.168328
DINTEVILLE,4.795318,48.031383
DOMBLAIN,4.993075,48.471387
ARC-EN-BARROIS,5.007728,47.948505
DOMMARTIN-LE-FRANC,4.959911,48.427834
DOMMARTIN-LE-SAINT-PERE,4.922339,48.393804
DOMREMY-LANDEVILLE,5.248325,48.359067
DONCOURT-SUR-MEUSE,5.572787,48.148094
DONJEUX,5.155541,48.364056
DOULAINCOURT-SAUCOURT,5.205401,48.323186
DOULEVANT-LE-CHATEAU,4.922978,48.377741
DOULEVANT-LE-PETIT,4.956931,48.447169
DROYES,4.69811,48.512325
ECHENAY,5.309894,48.462631
ECLARON-BRAUCOURT-SAINTE-LIVIERE,4.8669,48.5917
ECOT-LA-COMBE,5.381163,48.208028
EFFINCOURT,5.267671,48.495326
ENFONVELLE,5.864025,47.926546
EPIZON,5.348689,48.378822
VAL-D'ESNOMS,5.2142,47.6894
ARNANCOURT,4.919472,48.352685
ESNOUVEAUX,5.352065,48.126074
EUFFIGNEIX,5.046007,48.129632
EURVILLE-BIENVILLE,5.036164,48.584418
FARINCOURT,5.68154,47.699821
FAVEROLLES,5.20972,47.946687
FAYL-BILLOT,5.601736,47.7813469
FAYS,5.035559,48.473179
FERRIERE-ET-LAFOLIE,5.08778,48.392275
AIGREMONT,5.717561,48.017169
FLAGEY,5.25635,47.781824
FLAMMERECOURT,5.040744,48.362174
FONTAINES-SUR-MARNE,5.101616,48.543447
FORCEY,5.356669,48.149847
FOULAIN,5.214517,48.038383
FRAMPAS,4.824111,48.518378
FRESNES-SUR-APANCE,5.834106,47.941147
ATTANCOURT,4.928599,48.5282989
FRONCLES,5.146931,48.300493
FRONVILLE,5.154453,48.404044
GENEVRIERES,5.607798,47.7208029
GENEVROYE,5.053583,48.278384
GERMAINES,5.031176,47.7978
GERMAINVILLIERS,5.646013,48.116253
GERMAY,5.355144,48.409256
GERMISAY,5.35667,48.397548
GIEY-SUR-AUJON,5.068641,47.9057869
GILLANCOURT,4.991907,48.160945
GILLAUME,5.334552,48.471094
GONCOURT,5.6079,48.240373
GRAFFIGNY-CHEMIN,5.634946,48.171059
GRENANT,5.501501,47.710158
AUBERIVE,5.062309,47.785882
GUDMONT-VILLIERS,5.137096,48.343812
GUINDRECOURT-AUX-ORMES,5.034419,48.459069
GUINDRECOURT-SUR-BLAISE,4.975285,48.296501
GUYONVELLE,5.709487,47.853893
HACOURT,5.574308,48.164493
HALLIGNICOURT,4.870124,48.643577
HARREVILLE-LES-CHANTEURS,5.630572,48.264839
HEUILLEY-COTTON,5.364215,47.7729069
HAUTE-AMANCE,5.551311,47.840752
HUILLIECOURT,5.548115,48.159822
HUMBECOURT,4.898966,48.58349
HUMBERVILLE,5.378557,48.285291
HUMES-JORQUENAY,5.3028,47.9039
ILLOUD,5.561327,48.209226
IS-EN-BASSIGNY,5.447184,48.0327879
ISOMES,5.303986,47.645849
AUDELONCOURT,5.521134,48.1094579
JOINVILLE,5.137688,48.4434759
JONCHERY,5.086568,48.138352
JUZENNECOURT,4.978614,48.184646
LACHAPELLE-EN-BLAISY,4.967646,48.201742
LAFAUCHE,5.499651,48.29818
LAFERTE-SUR-AMANCE,5.6969709,47.832453
LAFERTE-SUR-AUBE,4.7828419,48.097275
LAMANCINE,5.116112,48.208772
LAMOTHE-EN-BLAISY,4.94461,48.24033
LANEUVELLE,5.672664,47.923974
BAYARD-SUR-MARNE,5.0775,48.555
LANEUVILLE-AU-PONT,4.858785,48.629123
LANGRES,5.334297,47.86683
AUJEURRES,5.183806,47.741355
LANQUES-SUR-ROGNON,5.369712,48.087825
LANTY-SUR-AUBE,4.771273,48.02306
LARIVIERE-ARNONCOURT,5.718295,48.022548
LATRECEY-ORMOY-SUR-AUBE,4.8563919,47.982877
LAVERNOY,5.568366,47.919289
LAVILLE-AUX-BOIS,5.229491,48.095317
LAVILLENEUVE,5.509476,48.038687
AULNOY-SUR-AUBE,5.032576,47.832377
LEFFONDS,5.165926,47.971017
LESCHERES-SUR-LE-BLAISERON,5.038388,48.337939
LEURVILLE,5.383623,48.328394
LEVECOURT,5.561899,48.140275
LEZEVILLE,5.390054,48.429008
LIFFOL-LE-PETIT,5.526134,48.297699
AUTIGNY-LE-GRAND,5.136455,48.473705
LOGES,5.489948,47.784334
LONGCHAMP,5.439732,48.128414
LONGEAU-PERCEY,5.3114,47.7681
LONGEVILLE-SUR-LA-LAINES,4.6894539,48.454586
LOUVEMONT,4.910195,48.551965
LOUVIERES,5.280781,48.034406
LOUZE,4.718959,48.433271
MAATZ,5.4498239,47.702444
AILLIANVILLE,5.477979,48.342976
MAGNEUX,5.005165,48.513325
MAISONCELLES,5.529184,48.1331879
MAIZIERES,5.06707,48.493229
MAIZIERES-SUR-AMANCE,5.609229,47.82608
MALAINCOURT-SUR-MEUSE,5.595719,48.153785
MANDRES-LA-COTE,5.334373,48.061835
MANOIS,5.359979,48.276636
MARAC,5.195353,47.926747
MARANVILLE,4.867248,48.134323
AUTREVILLE-SUR-LA-RENNE,4.977649,48.116435
MARBEVILLE,5.023135,48.27731
MARCILLY-EN-BASSIGNY,5.522996,47.895865
MARDOR,5.2043609,47.887741
MAREILLES,5.262916,48.184586
MARNAY-SUR-MARNE,5.237015,48.009789
MATHONS,5.043485,48.4185779
MELAY,5.80906,47.892383
MENNOUVEAUX,5.415415,48.107034
MERREY,5.590448,48.055789
MERTRUD,4.889452,48.421486
MEURES,5.065648,48.192689
MILLIERES,5.42194,48.134921
MIRBEL,5.043204,48.289617
MOESLAINS,4.8952349,48.620149
MONTCHARVOT,5.732179,47.902348
MONTHERIES,4.910368,48.168464
MONTIER-EN-DER,4.770828,48.476683
VAL-DE-MEUSE,5.4967,48.0003
MONTREUIL-SUR-BLAISE,4.963779,48.477489
MONTREUIL-SUR-THONNANCE,5.237052,48.458253
BAILLY-AUX-FORGES,4.905592,48.454653
MONTSAUGEON,5.308791,47.665753
MORANCOURT,5.003239,48.431926
MORIONVILLIERS,5.413436,48.369863
MOUILLERON,5.10895,47.690955
MUSSEY-SUR-MARNE,5.149661,48.378734
NARCY,5.086449,48.584161
NEUILLY-L'EVEQUE,5.442118,47.917671
NEUILLY-SUR-SUIZE,5.148122,48.049327
BAISSEY,5.251254,47.752062
NEUVELLE-LES-VOISEY,5.791482,47.867734
NIJON,5.640783,48.192836
NINVILLE,5.436303,48.073187
NOGENT,5.341363,48.026938
NOIDANT-LE-ROCHEUX,5.255534,47.829749
NOMECOURT,5.073912,48.437586
NONCOURT-SUR-LE-RONGEANT,5.24293,48.419477
NOYERS,5.487392,48.06009
NULLY,4.8079409,48.365267
BALESMES-SUR-MARNE,5.372652,47.820866
OCCEY,5.276645,47.6114869
ORBIGNY-AU-MONT,5.4517369,47.881667
ORCEVAUX,5.271135,47.77634
ORGES,4.926951,48.081145
ORMANCEY,5.1836,47.905914
ORMOY-LES-SEXFONTAINES,5.06777,48.2205579
